section,category,brand_a,brand_b,trans_ab,trans_ab_pm,avg_qty_a_when_pair,avg_qty_b_when_pair
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,DILAN,SNICKERS,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,DILAN,TOP,1,0.33333333333333333333,1.00000000000000000000,2.0000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,DILAN,WONHAE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,FERRERO,JLO,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,FERRERO,KINDER BUENO,2,0.66666666666666666667,2.0000000000000000,2.5000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,FERRERO,KINDER CREAMY,1,0.50000000000000000000,1.00000000000000000000,3.0000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,FERRERO,KINDER JOY,10,3.3333333333333333,1.3333333333333333,1.3333333333333333
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,FERRERO,KIT KAT,4,1.3333333333333333,2.2500000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,FERRERO,SNICKERS,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,FERRERO,WONHAE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,JLO,KINDER CREAMY,5,1.6666666666666667,1.00000000000000000000,1.5000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,JLO,KINDER JOY,21,7.0000000000000000,1.2500000000000000,1.2500000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,JLO,KIT KAT,5,1.6666666666666667,1.00000000000000000000,1.2500000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,JLO,SNICKERS,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,JLO,WONHAE,2,1.00000000000000000000,1.00000000000000000000,2.0000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KALPA,NABATI,6,2.0000000000000000,1.8333333333333333,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KALPA,SNICKERS,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KALPA,TOP,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER BUENO,KINDER CREAMY,9,3.0000000000000000,1.3333333333333333,2.5555555555555556
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER BUENO,KINDER JOY,21,7.0000000000000000,1.1739130434782609,1.3478260869565217
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER BUENO,KIT KAT,7,2.3333333333333333,1.4285714285714286,1.4285714285714286
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER BUENO,SNICKERS,7,2.3333333333333333,1.2857142857142857,1.5714285714285714
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER BUENO,TOP,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER BUENO,WONHAE,1,0.50000000000000000000,1.00000000000000000000,2.0000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER CREAMY,KINDER JOY,227,75.6666666666666667,1.2782258064516129,1.1330645161290323
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER CREAMY,KIT KAT,11,3.6666666666666667,1.4545454545454545,1.2727272727272727
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER CREAMY,SNICKERS,3,1.00000000000000000000,1.3333333333333333,1.3333333333333333
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER CREAMY,TOP,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER CREAMY,WONHAE,7,2.3333333333333333,2.2857142857142857,1.1428571428571429
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER JOY,KIT KAT,18,6.0000000000000000,1.3809523809523810,1.1428571428571429
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER JOY,NABATI,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER JOY,SNICKERS,4,1.3333333333333333,1.00000000000000000000,1.5000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KINDER JOY,WONHAE,18,6.0000000000000000,1.4000000000000000,1.1500000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KIT KAT,L'AGIE,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KIT KAT,SNICKERS,18,6.0000000000000000,1.5555555555555556,1.5555555555555556
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KIT KAT,TOP,3,1.00000000000000000000,1.3333333333333333,2.0000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,KIT KAT,WONHAE,4,1.3333333333333333,1.5000000000000000,1.7500000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,MILKITA,SNICKERS,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,NABATI,SNICKERS,2,0.66666666666666666667,1.5000000000000000,2.0000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,SNICKERS,TOP,2,0.66666666666666666667,1.5000000000000000,2.0000000000000000
BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,SNICKERS,WONHAE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,CHA CHA,MILO,22,7.3333333333333333,1.2400000000000000,1.3200000000000000
BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,CHA CHA,SILVER QUEEN,30,10.0000000000000000,1.3142857142857143,1.0571428571428571
BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,CHA CHA,WONHAE,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,MILO,SILVER QUEEN,13,4.3333333333333333,1.2666666666666667,1.2000000000000000
BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,MILO,WONHAE,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,ALFAMART,MORIN,10,3.3333333333333333,1.00000000000000000000,1.1000000000000000
BREAD CORNER (BC),1311 - JAM,ALFAMART,SKIPPY,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,GROUU,LOTUS,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,GROUU,TROPICANA,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,LOTUS,MORIN,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,LOTUS,TROPICANA,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,MORIN,SKIPPY,11,3.6666666666666667,1.0909090909090909,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,MORIN,SUNPRIDE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1311 - JAM,MORIN,TONG GARDEN,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,CERES,GOLDENFIL,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,CERES,NUTELLA,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,CERES,SARI CHOCO,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,GOLDENFIL,NUTELLA,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,GOLDENFIL,SARI CHOCO,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,NUTELLA,OVOMALTINE,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,NUTELLA,SARI CHOCO,2,0.66666666666666666667,2.5000000000000000,1.5000000000000000
BREAD CORNER (BC),1313 - CHOCO RICE,ALFAMART,CERES,9,3.0000000000000000,1.00000000000000000000,1.1111111111111111
BREAD CORNER (BC),1314 - CHEESE,ANCHOR,EMINA,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,ANCHOR,FRISIAN FLAG,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,ANCHOR,KRAFT,10,3.3333333333333333,1.1666666666666667,1.2500000000000000
BREAD CORNER (BC),1314 - CHEESE,ANCHOR,MEG,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,ANCHOR,PROCHIZ,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
BREAD CORNER (BC),1314 - CHEESE,ANCHOR,PUCK,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,EMINA,FRISIAN FLAG,14,4.6666666666666667,1.0625000000000000,1.1250000000000000
BREAD CORNER (BC),1314 - CHEESE,EMINA,KRAFT,60,20.0000000000000000,1.1176470588235294,1.1470588235294118
BREAD CORNER (BC),1314 - CHEESE,EMINA,MEG,92,30.6666666666666667,1.1855670103092784,1.1649484536082474
BREAD CORNER (BC),1314 - CHEESE,EMINA,PROCHIZ,244,81.3333333333333333,1.1058394160583942,1.1970802919708029
BREAD CORNER (BC),1314 - CHEESE,EMINA,PUCK,7,2.3333333333333333,1.2857142857142857,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,EMINA,WINCHEEZ,46,15.3333333333333333,1.1836734693877551,1.3061224489795918
BREAD CORNER (BC),1314 - CHEESE,FRISIAN FLAG,KRAFT,12,4.0000000000000000,1.2307692307692308,1.3076923076923077
BREAD CORNER (BC),1314 - CHEESE,FRISIAN FLAG,MEG,9,3.0000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,FRISIAN FLAG,PROCHIZ,28,9.3333333333333333,1.0666666666666667,1.0666666666666667
BREAD CORNER (BC),1314 - CHEESE,FRISIAN FLAG,PUCK,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,FRISIAN FLAG,WINCHEEZ,4,1.3333333333333333,1.00000000000000000000,1.5000000000000000
BREAD CORNER (BC),1314 - CHEESE,KRAFT,MEG,28,9.3333333333333333,1.1935483870967742,1.0967741935483871
BREAD CORNER (BC),1314 - CHEESE,KRAFT,PROCHIZ,180,60.0000000000000000,1.1463414634146341,1.1853658536585366
BREAD CORNER (BC),1314 - CHEESE,KRAFT,PUCK,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,KRAFT,WINCHEEZ,13,4.3333333333333333,1.1538461538461538,1.6923076923076923
BREAD CORNER (BC),1314 - CHEESE,MEG,PROCHIZ,130,43.3333333333333333,1.1971830985915493,1.3380281690140845
BREAD CORNER (BC),1314 - CHEESE,MEG,PUCK,5,1.6666666666666667,1.2000000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,MEG,WINCHEEZ,26,8.6666666666666667,1.0769230769230769,1.1153846153846154
BREAD CORNER (BC),1314 - CHEESE,PROCHIZ,PUCK,18,6.0000000000000000,1.2500000000000000,1.00000000000000000000
BREAD CORNER (BC),1314 - CHEESE,PROCHIZ,WINCHEEZ,120,40.0000000000000000,1.4193548387096774,1.3951612903225806
BREAD CORNER (BC),6611 - BREAD,5 DAYS,MY ROTI,270,90.0000000000000000,1.3958333333333333,1.1510416666666667
BREAD CORNER (BC),6611 - BREAD,5 DAYS,PAROTI,247,82.3333333333333333,1.2786458333333333,1.1666666666666667
BREAD CORNER (BC),6611 - BREAD,5 DAYS,ROYAL BAKERY,10,3.3333333333333333,1.00000000000000000000,1.00000000000000000000
BREAD CORNER (BC),6611 - BREAD,5 DAYS,SARI ROTI,464,154.6666666666666667,1.3605341246290801,1.1008902077151335
BREAD CORNER (BC),6611 - BREAD,MY ROTI,PAROTI,838,279.3333333333333333,1.1072362685265911,1.1639058413251962
BREAD CORNER (BC),6611 - BREAD,MY ROTI,SARI ROTI,1790,596.6666666666666667,1.1455360782715043,1.1296371789645332
BREAD CORNER (BC),6611 - BREAD,PAROTI,ROYAL BAKERY,62,20.6666666666666667,1.1594202898550725,1.0144927536231884
BREAD CORNER (BC),6611 - BREAD,PAROTI,SARI ROTI,1662,554.0000000000000000,1.1813852813852814,1.1021645021645022
BREAD CORNER (BC),6611 - BREAD,ROYAL BAKERY,SARI ROTI,20,6.6666666666666667,1.00000000000000000000,1.2000000000000000
BREAD CORNER (BC),6612 - CAKE,MY ROTI,PAROTI,34,11.3333333333333333,1.0500000000000000,1.2750000000000000
BREAD CORNER (BC),6612 - CAKE,MY ROTI,SARI KUE,188,62.6666666666666667,1.1063829787234043,1.1418439716312057
BREAD CORNER (BC),6612 - CAKE,PAROTI,SARI KUE,40,13.3333333333333333,1.1320754716981132,1.1132075471698113
BREAKFAST,1211 - INSTANT TEA,CHEK HUP,MAX TEA,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1211 - INSTANT TEA,MAX,POCI,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,CAP BOTOL,GOPEK,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,CAP BOTOL,POCI,6,2.0000000000000000,1.3333333333333333,2.6666666666666667
BREAKFAST,1212 - BAG TEA,CAP BOTOL,PRENDJAK,5,1.6666666666666667,2.2000000000000000,2.0000000000000000
BREAKFAST,1212 - BAG TEA,CAP BOTOL,SARIWANGI,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,CAP BOTOL,SOSRO,11,3.6666666666666667,1.3636363636363636,1.2727272727272727
BREAKFAST,1212 - BAG TEA,CAP BOTOL,TONGTJI,10,3.3333333333333333,1.4000000000000000,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,GOPEK,POCI,5,1.6666666666666667,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,GOPEK,PRENDJAK,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,GOPEK,SOSRO,3,1.00000000000000000000,1.00000000000000000000,1.3333333333333333
BREAKFAST,1212 - BAG TEA,POCI,PRENDJAK,13,4.3333333333333333,1.4615384615384615,1.2307692307692308
BREAKFAST,1212 - BAG TEA,POCI,SARIWANGI,17,5.6666666666666667,4.5555555555555556,2.5555555555555556
BREAKFAST,1212 - BAG TEA,POCI,SOSRO,10,3.3333333333333333,1.9000000000000000,1.1000000000000000
BREAKFAST,1212 - BAG TEA,POCI,TONGTJI,11,3.6666666666666667,1.2500000000000000,1.3333333333333333
BREAKFAST,1212 - BAG TEA,PRENDJAK,SARIWANGI,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,PRENDJAK,SOSRO,2,1.00000000000000000000,1.00000000000000000000,1.5000000000000000
BREAKFAST,1212 - BAG TEA,PRENDJAK,TONGTJI,3,1.00000000000000000000,1.3333333333333333,2.0000000000000000
BREAKFAST,1212 - BAG TEA,SARIWANGI,SOSRO,17,5.6666666666666667,1.7058823529411765,1.1764705882352941
BREAKFAST,1212 - BAG TEA,SARIWANGI,TONGTJI,15,5.0000000000000000,1.0666666666666667,1.00000000000000000000
BREAKFAST,1212 - BAG TEA,SOSRO,TONGTJI,11,3.6666666666666667,1.0909090909090909,1.1818181818181818
BREAKFAST,1213 - LEAF TEA,CAP BOTOL,GOPEK,18,6.0000000000000000,1.2222222222222222,1.0555555555555556
BREAKFAST,1213 - LEAF TEA,CAP BOTOL,POCI,7,2.3333333333333333,1.1428571428571429,1.2857142857142857
BREAKFAST,1213 - LEAF TEA,CAP BOTOL,TONGTJI,33,11.0000000000000000,1.4545454545454545,1.0606060606060606
BREAKFAST,1213 - LEAF TEA,GOPEK,POCI,4,2.0000000000000000,1.00000000000000000000,2.0000000000000000
BREAKFAST,1213 - LEAF TEA,GOPEK,TONGTJI,78,26.0000000000000000,1.1265822784810127,1.1518987341772152
BREAKFAST,1213 - LEAF TEA,POCI,TONGTJI,9,3.0000000000000000,2.3333333333333333,1.4444444444444444
BREAKFAST,1221 - INSTANT COFFEE MIX,CAFFINO,GOOD DAY,4,2.0000000000000000,1.5000000000000000,1.00000000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,CAFFINO,INDOCAFE,3,1.5000000000000000,1.00000000000000000000,1.3333333333333333
BREAKFAST,1221 - INSTANT COFFEE MIX,CAFFINO,LUWAK,1,0.50000000000000000000,1.00000000000000000000,2.0000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,CAFFINO,TOP,4,2.0000000000000000,1.00000000000000000000,1.2000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,CAFFINO,TORABIKA,3,1.5000000000000000,1.00000000000000000000,1.3333333333333333
BREAKFAST,1221 - INSTANT COFFEE MIX,CHEK HUP,OLD TOWN,1,0.33333333333333333333,1.00000000000000000000,2.0000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,GOOD DAY,32,10.6666666666666667,1.3255813953488372,1.3953488372093023
BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,INDOCAFE,9,3.0000000000000000,1.3333333333333333,1.3333333333333333
BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,LUWAK,20,6.6666666666666667,1.4500000000000000,1.5000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,NEO,26,8.6666666666666667,1.1333333333333333,1.0333333333333333
BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,PIKOPI,19,6.3333333333333333,1.1500000000000000,1.3500000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,TOP,39,13.0000000000000000,1.1590909090909091,1.3636363636363636
BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,TORABIKA,4,1.3333333333333333,1.00000000000000000000,1.2000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,GOOD DAY,INDOCAFE,82,27.3333333333333333,1.2400000000000000,1.2000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,GOOD DAY,LUWAK,74,24.6666666666666667,1.2473118279569892,1.2258064516129032
BREAKFAST,1221 - INSTANT COFFEE MIX,GOOD DAY,NEO,67,22.3333333333333333,1.2659574468085106,1.3404255319148936
BREAKFAST,1221 - INSTANT COFFEE MIX,GOOD DAY,PIKOPI,38,12.6666666666666667,1.1200000000000000,1.3000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,GOOD DAY,TOP,94,31.3333333333333333,1.2238805970149254,1.0597014925373134
BREAKFAST,1221 - INSTANT COFFEE MIX,GOOD DAY,TORABIKA,53,17.6666666666666667,1.2962962962962963,1.2469135802469136
BREAKFAST,1221 - INSTANT COFFEE MIX,INDOCAFE,LUWAK,38,12.6666666666666667,1.2750000000000000,1.2250000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,INDOCAFE,NEO,12,4.0000000000000000,1.0769230769230769,1.3846153846153846
BREAKFAST,1221 - INSTANT COFFEE MIX,INDOCAFE,PIKOPI,13,4.3333333333333333,1.2142857142857143,1.2857142857142857
BREAKFAST,1221 - INSTANT COFFEE MIX,INDOCAFE,TOP,30,10.0000000000000000,1.1515151515151515,1.0909090909090909
BREAKFAST,1221 - INSTANT COFFEE MIX,INDOCAFE,TORABIKA,21,7.0000000000000000,1.3636363636363636,1.2727272727272727
BREAKFAST,1221 - INSTANT COFFEE MIX,LUWAK,NEO,19,6.3333333333333333,1.1666666666666667,1.0416666666666667
BREAKFAST,1221 - INSTANT COFFEE MIX,LUWAK,PIKOPI,23,7.6666666666666667,1.0869565217391304,1.5652173913043478
BREAKFAST,1221 - INSTANT COFFEE MIX,LUWAK,TOP,58,19.3333333333333333,1.1014492753623188,1.1449275362318841
BREAKFAST,1221 - INSTANT COFFEE MIX,LUWAK,TORABIKA,30,10.0000000000000000,1.5312500000000000,1.3437500000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,NEO,PIKOPI,32,10.6666666666666667,1.2826086956521739,1.5000000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,NEO,TOP,47,15.6666666666666667,1.1052631578947368,1.1578947368421053
BREAKFAST,1221 - INSTANT COFFEE MIX,NEO,TORABIKA,8,2.6666666666666667,1.4444444444444444,1.5555555555555556
BREAKFAST,1221 - INSTANT COFFEE MIX,PIKOPI,TOP,50,16.6666666666666667,1.4745762711864407,1.3050847457627119
BREAKFAST,1221 - INSTANT COFFEE MIX,PIKOPI,TORABIKA,4,1.3333333333333333,2.0000000000000000,1.7500000000000000
BREAKFAST,1221 - INSTANT COFFEE MIX,TOP,TORABIKA,22,7.3333333333333333,1.1600000000000000,1.2800000000000000
BREAKFAST,1222 - COFFEE MIX,ABC,FRESCO,20,6.6666666666666667,1.2000000000000000,1.3000000000000000
BREAKFAST,1222 - COFFEE MIX,ABC,KAPAL API,83,27.6666666666666667,1.3255813953488372,1.5930232558139535
BREAKFAST,1222 - COFFEE MIX,ABC,LUWAK,44,14.6666666666666667,1.2222222222222222,2.1777777777777778
BREAKFAST,1222 - COFFEE MIX,ABC,TOP,27,9.0000000000000000,1.3703703703703704,1.4074074074074074
BREAKFAST,1222 - COFFEE MIX,FRESCO,GADJAH,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1222 - COFFEE MIX,FRESCO,KAPAL API,28,9.3333333333333333,1.7333333333333333,1.3000000000000000
BREAKFAST,1222 - COFFEE MIX,FRESCO,LUWAK,31,10.3333333333333333,1.3939393939393939,1.6969696969696970
BREAKFAST,1222 - COFFEE MIX,FRESCO,TOP,27,9.0000000000000000,1.2500000000000000,1.00000000000000000000
BREAKFAST,1222 - COFFEE MIX,GADJAH,KAPAL API,9,3.0000000000000000,1.3000000000000000,1.6000000000000000
BREAKFAST,1222 - COFFEE MIX,GADJAH,LUWAK,4,1.3333333333333333,1.2500000000000000,1.7500000000000000
BREAKFAST,1222 - COFFEE MIX,GADJAH,TOP,6,2.0000000000000000,1.5000000000000000,1.3333333333333333
BREAKFAST,1222 - COFFEE MIX,KAPAL API,LUWAK,45,15.0000000000000000,1.0869565217391304,1.8478260869565217
BREAKFAST,1222 - COFFEE MIX,KAPAL API,TOP,28,9.3333333333333333,1.2333333333333333,1.0666666666666667
BREAKFAST,1222 - COFFEE MIX,LUWAK,TOP,33,11.0000000000000000,2.1818181818181818,1.3030303030303030
BREAKFAST,1223 - PURE COFFEE,AMING,KAPAL API,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1223 - PURE COFFEE,GADJAH,KAPAL API,38,12.6666666666666667,1.3333333333333333,1.3846153846153846
BREAKFAST,1223 - PURE COFFEE,GADJAH,LUWAK,16,5.3333333333333333,1.1250000000000000,1.2500000000000000
BREAKFAST,1223 - PURE COFFEE,GADJAH,NESCAFE,39,13.0000000000000000,1.1025641025641026,1.00000000000000000000
BREAKFAST,1223 - PURE COFFEE,GADJAH,SINGA,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1223 - PURE COFFEE,KAPAL API,LUWAK,31,10.3333333333333333,1.2580645161290323,1.4516129032258065
BREAKFAST,1223 - PURE COFFEE,KAPAL API,NESCAFE,125,41.6666666666666667,1.5851851851851852,1.3703703703703704
BREAKFAST,1223 - PURE COFFEE,KAPAL API,SINGA,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1223 - PURE COFFEE,LUWAK,NESCAFE,30,10.0000000000000000,1.2812500000000000,1.1875000000000000
BREAKFAST,1223 - PURE COFFEE,LUWAK,SINGA,2,0.66666666666666666667,1.5000000000000000,1.00000000000000000000
BREAKFAST,1223 - PURE COFFEE,NESCAFE,SINGA,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1224 - POWDER CREAMER & CHOCOLATE DRINK,BENG-BENG,CHAMPION,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1224 - POWDER CREAMER & CHOCOLATE DRINK,BENG-BENG,CHOCODRINK,12,4.0000000000000000,1.0833333333333333,1.2500000000000000
BREAKFAST,1224 - POWDER CREAMER & CHOCOLATE DRINK,BENG-BENG,MILO,3,1.00000000000000000000,1.3333333333333333,3.0000000000000000
BREAKFAST,1224 - POWDER CREAMER & CHOCOLATE DRINK,CHAMPION,CHOCODRINK,22,7.3333333333333333,1.1818181818181818,1.4090909090909091
BREAKFAST,1224 - POWDER CREAMER & CHOCOLATE DRINK,CHAMPION,MILO,12,4.0000000000000000,1.5000000000000000,1.4166666666666667
BREAKFAST,1224 - POWDER CREAMER & CHOCOLATE DRINK,CHOCODRINK,MILO,9,3.0000000000000000,1.1111111111111111,1.3333333333333333
BREAKFAST,1224 - POWDER CREAMER & CHOCOLATE DRINK,MAX,MILO,1,0.33333333333333333333,1.00000000000000000000,2.0000000000000000
BREAKFAST,1321 - CEREAL,ENERGEN,HONEY STAR,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1321 - CEREAL,ENERGEN,KELLOG'S,13,4.3333333333333333,1.00000000000000000000,1.3333333333333333
BREAKFAST,1321 - CEREAL,ENERGEN,KOKO KRUNCH,28,9.3333333333333333,1.0312500000000000,1.1562500000000000
BREAKFAST,1321 - CEREAL,ENERGEN,MILO,7,2.3333333333333333,1.00000000000000000000,1.2857142857142857
BREAKFAST,1321 - CEREAL,ENERGEN,QUAKER,35,11.6666666666666667,1.1081081081081081,1.0540540540540541
BREAKFAST,1321 - CEREAL,ENERGEN,SIMBA,14,4.6666666666666667,1.00000000000000000000,1.4736842105263158
BREAKFAST,1321 - CEREAL,ENERGEN,TRIX,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
BREAKFAST,1321 - CEREAL,HONEY STAR,KELLOG'S,33,11.0000000000000000,1.0294117647058824,1.1764705882352941
BREAKFAST,1321 - CEREAL,HONEY STAR,KOKO KRUNCH,66,22.0000000000000000,1.1194029850746269,1.2089552238805970
BREAKFAST,1321 - CEREAL,HONEY STAR,MILO,35,11.6666666666666667,1.00000000000000000000,1.1666666666666667
